Level One - Lesson 8 Assignment: Development Progress Check-in (1475),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level One - Lesson 10 Assignment: User Research (1458),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Level One - Lesson 12 Assignment: Final Presentation (1461),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,20
Level One - Lesson 13 Assignment: Your HTML (1462),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level Two - Lesson 3 Assignment: Terminus Quiz (1480),Quiz,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Level One - Lesson 15 Quiz  (1451),Quiz,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level Two - Lesson 7 Quiz: Formatting Text (1446),Quiz,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level One - Lesson 14: Assignment (1463),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Level Two-Lesson 5 Quiz: Intro To HTML (1452),Quiz,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level Two - Lesson 6 Quiz: Intro to CSS (1450),Quiz,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level Two - Lesson 8 Quiz: The Box Model (1447),Quiz,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level Two - Lesson 9 Quiz: Layout (1445),Quiz,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level Two-Lesson 12: Final Exam (1453),Exam,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,40
Level Two - Lesson 12: Cumulative Resource Response (1478),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Level One - Lesson 3: Quiz  (1516),Quiz,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,5
Level One - Lesson 4 Assignment: Game Design Statement (1468),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level One - Lesson 5 Assignment: Catch Game (1469),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level One - Lesson 6 Assignment:Jumping Game (1471),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level One - Lesson 7 Assignment: Virtual Pet (1473),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level One - Lesson 9 Assignment: Development Progress Check-in  (1476),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level One - Lesson 11 Assignment: Submit Final Version of Game with Purpose (1459),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,30
Level Two - Lesson 1 Assignment: Value Propositions (1477),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level Two - Lesson 4 Assignment: Classwork Repository (1481),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level Two - Lesson 5 Assignment: My First Page (1482),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level Two - Lesson 8 Assignment: Boxes (1488),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level One - Lesson 15: Assignment (1464),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Level One - Lesson 11: Last Development Progress Check-In (1460),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Module 8 Discussion (1498),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Level One - Lesson 1 Assignment (1456),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Level One - Lesson 2 Assignment: Core Principles (1465),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Module 2 Assignment (1492),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Module 3 Assignment (1493),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Module 1 Discussion (1454),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Module 4 Assignment (1494),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Module 5 Assignment (1495),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Module 6 Assignment (1496),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Module 8 Assignment (1497),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Module 9 Assignment (1499),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Module 10 Assignment (1489),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,0
Level Two - Lesson 2 Assignment: Value Propositions (1479),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Level One - Lesson 3 Assignment: Moveable Objects (1466),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
Draft Paper (1455),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,50
Level Two - Lesson 6 Assignment: "My Style" First Page (1486),Practice,Pre-apprenticeship Level 1,PAP-2022-Summer-L1-G1,10
